user,image,caption,engagement,labels
anshukayoga_403394_3068425978797314252_5461_83,instagram_dataset/Data/anshukayoga_403394_3068425978797314252_5461_83/2023-03-28_12-01-42_UTC_2.jpg,"All set to launch @alo with @nykaafashion this evening 🖤

My love for everything @alo goes back a few years ago when I remember walking into their LA store and absolutely fell in love with it all 🤍

The clothes support my practice and I love that they just feel like second skin when I move 🖤

So excited to be launching a brand I love in India! OMG ladies ALO is here, exclusively available on Nykaa Fashion 🤍

Go join the @alo tribe now 🔥

#AnshukaYogaXAloXNykaaFashion #Yoga #YogaGirl #AnshukaYogaWellness #YogaMumbai #AnshukaParwani #AnshukaYoga",83,"['Thigh', 'Physical fitness', 'Exercise', 'Yoga', 'Sportswear', 'Knee', 'Barefoot', 'Foot', 'Elbow', 'Calf']"
anshukayoga_403394_3069150985254442361_303_17,instagram_dataset/Data/anshukayoga_403394_3069150985254442361_303_17/2023-03-29_12-02-10_UTC.jpg,"Anshuka Yoga X @alo X @nykaafashion 

One step closer to creating a wellness community around the world 🌎 

Spent a beautiful evening launching my absolute favourite @alo in India and conducting a powerful Yoga session for a bunch of wonderful women.

#AnshukaYogaXAloXNykaaFashion #YogaTeacher #YogaPractice #YogaDaily #AnshukaYogaWellness #YogaMumbai #AnshukaParwani #AnshukaYoga",17,['Graphics']
bonappetitmag_4607066_3063533468126482506_5478_45,instagram_dataset/Data/bonappetitmag_4607066_3063533468126482506_5478_45/2023-03-21_18-01-13_UTC_1.jpg,"When you hear “Appalachia,” what comes to mind? Community advocate Lora Smith sees ancient mountains and lush forests that provide the backbone of the 13-state region; an amalgam of bustling cities and rural hollers, with a globally connected economy pulsing at its center since colonization. What makes the food so distinct can be found in the people who love and fight for this complex place. In this package, you'll find recipes, personal essays, and travel guides that represent the glorious and delicious range this region offers.

At the link in bio, there are recipes for @silveriocovozzi8's Pork Shoulder Inasal, @crystalwilki's Peppery Chicken and Dumplings, @dash37board37's Spring Greens With Hot Bacon Vinaigrette, and @lisamariedonovan's Appalachian Apple Stack Cake. Plus, road trip itineraries to Pittsburgh, West Virginia, and East Tennessee's must-eat pit stops and restaurants. A report by Rebecca Nagle (@rebeccanagle) about Cherokee chef @elisi_oklahoma, whose food reveals how Appalachian cooking traditions found their way to Oklahoma. And last but not least, heartfelt writing by @annette_saunooke_clapsaddle, @lisamariedonovan, and Rick Bragg about the personal histories behind Appalachian food like dried apples and biscuits. 📸 Photography: @cahlinetompkins",45,"['Autumn', 'Valley', 'Temperate broadleaf and mixed forest', 'Lake District', 'National park']"
bonappetitmag_4607066_3064197948545376596_3653_16,instagram_dataset/Data/bonappetitmag_4607066_3064197948545376596_3653_16/2023-03-22_16-01-25_UTC.jpg,"For a velvety, fragrant, and rich Ramadan treat, look no further than Badam Doodh. After having her fill of shami kebabs and biryani at iftar parties in Mumbai, Lavina Dsouza (@continent.hop) would sip on this almond-flavored milk between bites of snacks and treats. Get the recipe at the link in bio. 📷 Photo: @isa.zapata, 🍴 Food Styling: @katboytsova",16,"['Tableware', 'Ingredient', 'Food', 'Juice', 'Non-alcoholic drink', 'Smoothie', 'Milkshake', 'Health shake', 'Recipe', 'Dairy product']"
bonappetitmag_4607066_3064227853809887216_5916_28,instagram_dataset/Data/bonappetitmag_4607066_3064227853809887216_5916_28/2023-03-22_17-00-50_UTC.jpg,"Developed for a story in the April 2022 issue highlighting @naturesanthem, a date farm in Coachella Valley, and the versatility of the fruit as a nod to Ramadan, @zaynab_issa’s Chewy Date and Dark Chocolate 🍪’s are what we recommend to folks who are looking for the next great cookie. Recipe at the link in bio. 📷 Photo: @emmafishman, 🍴 Food Styling: @mpearljones, 🥣 Prop Styling: @summerprops",28,"['Food', 'Ingredient', 'Cookies and Crackers', 'Finger food', 'Dessert', 'Cookie', 'Biscuit', 'Baking', 'Recipe', 'Produce']"
bonappetitmag_4607066_3064320898547142915_580_6,instagram_dataset/Data/bonappetitmag_4607066_3064320898547142915_580_6/2023-03-22_20-05-42_UTC.jpg,"For @zaynab_issa, three types of Sehri come to mind: The one she wakes up for on weekdays before work, the one where she eats at 2 or 3 a.m. after a long night at the mosque, and the one where she’s hosting. No matter the type of Sehri you’re having, these recipes will carry you through Ramadan. From peanut butter and jelly oatmeal to tandoori buffalo wings, find all the recipes at the link in bio. 📷 Photo: @isa.zapata 🍴 Food Styling: @tanekamorris 🥣 Prop Styling: @williager7",6,"['Food', 'Ingredient', 'Cooking', 'Chicken', 'Recipe', 'Meat', 'Vegetable', 'Fried food', 'Dinner', 'Fast food']"
bonappetitmag_4607066_3064348946016788023_3237_58,instagram_dataset/Data/bonappetitmag_4607066_3064348946016788023_3237_58/2023-03-22_21-01-25_UTC_6.jpg,"Pittsburgh’s cuisine, like the city itself, is surprising and wonderful, influenced by its proximity to West Virginia and its industrialized past. Author Mike Scalise (@scalisetagram), a born-and-raised Yinzer (a.k.a. proud Pittsburgher), built a road trip itinerary sharing the best ways to get to know the Appalachian roots of this city. Packed with pepperoni rolls, Taiwanese sausage fried rice, dirty grits and loaded fries, Scalise’s itinerary is as vibrant tour of Appalachia’s largest city. Head to the link in bio to see the full list. 📸 Photography: @cahlinetompkins",58,"['Food', 'Ingredient', 'Recipe', 'Fast food', 'Comfort food', 'Side dish', 'Cooking', 'Lunch', 'Take-out', 'Breakfast']"
bonappetitmag_4607066_3064892174308350238_1073_11,instagram_dataset/Data/bonappetitmag_4607066_3064892174308350238_1073_11/2023-03-23_15-00-43_UTC.jpg,"Travis Milton (@dash37board37), executive chef at @nicewonderfarm, was raised on this salad. Here hot bacon fat crackles joyfully as it’s poured over the vinegar-drenched greens for a tasty salad to end all salads. Get the recipe at the link in bio. 📷 Photo: @isa.zapata, 🍴 Food Styling: @tanekamorris, 🥣 Prop Styling: @daynalorane",11,"['Food', 'Salad', 'Ingredient', 'Leaf vegetable', 'Produce', 'Tableware', 'Vegetable', 'Garden salad', 'Recipe', 'Kitchen utensil']"
bonappetitmag_4607066_3064952600634269377_2741_18,instagram_dataset/Data/bonappetitmag_4607066_3064952600634269377_2741_18/2023-03-23_17-00-46_UTC.jpg,"With tender, shreddy meat and a dark crust made from toasted rice, fried onions, and garlic, this Pork Inasal is not only food fit for a crowd but also the perfect example of Appalachian cooking, which @nengjrs Silver Iocovozzi (@silveriocovozzi8) says is all about “making what you can from the bounty of the land and the pantry, applying ideas new and old, to create something nourishing.” Recipe at the link in bio. 📷 Photo: @isa.zapata, 🍴 Food Styling: @tanekamorris, 🥣 Prop Styling: @daynalorane",18,"['Food', 'Ingredient', 'Meat', 'Cooking', 'Tableware', 'Recipe', 'Beef', 'Pork', 'Roasting', 'Pulled pork']"
bonappetitmag_4607066_3065043174095335726_5125_29,instagram_dataset/Data/bonappetitmag_4607066_3065043174095335726_5125_29/2023-03-23_20-00-44_UTC.jpg,"A celebratory cake if ever there was one, cozy, comforting Appalachian Apple Stack Cake is ubiquitous at weddings and holidays in Virginia. When she makes it for herself, pastry chef @lisamariedonovan stacks the cake 12 layers high. This version—with six layers of spice cake and an orchard’s worth of apple butter—is easier, just as rewarding, and guaranteed to BE the party. Recipe at the link in bio. 📷 Photo: @isa.zapata, 🍴 Food Styling: @tanekamorris, 🥣 Prop Styling: @daynalorane",29,"['Food', 'Cake', 'Dessert', 'Ingredient', 'Tableware', 'Baking', 'Pastry', 'Kuchen', 'Recipe', 'Sponge cake']"
bonappetitmag_4607066_3065106116212107378_5393_211,instagram_dataset/Data/bonappetitmag_4607066_3065106116212107378_5393_211/2023-03-23_22-05-46_UTC.jpg,"For Bad Bunny, @antarasinha would do almost anything. Recently, that meant braving downtown Miami traffic for a 9 p.m. Thursday reservation at Gekko, the superstar's new clubstaurant-slash-steakhouse. The restaurant is a loud and bustling affair, complete with a vibey red glow, a 🥩 steak for $1,200 (nope, not a typo), and plenty of vape juice floating through the air 💨. As a super-fan, Antara needed to know: Could dining at Bad Bunny's restaurant make her feel connected to the musician? Would his cheeky playfulness and personality somehow shine through on the menu? Several hours and an order of gold-dusted dumplings later, she got some much-needed answers. Read more at the link in bio. 📷 Photos: Left: 
@kevinmazur/@gettyimages, Right: Courtesy 
@groothospitality",211,"['Eyewear', 'Vision Care', 'Sunglasses', 'Facial hair', 'Beard', 'Moustache', 'Goggles']"
bonappetitmag_4607066_3065616948952158352_3766_15,instagram_dataset/Data/bonappetitmag_4607066_3065616948952158352_3766_15/2023-03-24_15-00-44_UTC.jpg,"Think of @zaynab_issa’s Creamy Preserved 🍋 Dressing as a citrusy take on classic blue cheese dressing. Finely chopped preserved lemon steps in for the cheese, bringing its own salty complexity to a recipe that’s an ideal match for crisp iceberg wedges, colorful crudités, spicy Buffalo wings, or crispy wavy potato chips. Recipe at the link in bio. 📷 Photo: @isa.zapata, 🍴 Food Styling: @emiliefoz, 🥣 Prop Styling: @paolaandrea_stylist",15,"['Food', 'Ingredient', 'Tableware', 'Produce', 'Vegetable', 'Fruit', 'Natural foods', 'Dipping sauce', 'Condiment', 'Recipe']"
bonappetitmag_4607066_3065677788640701974_1487_8,instagram_dataset/Data/bonappetitmag_4607066_3065677788640701974_1487_8/2023-03-24_17-01-36_UTC_1.jpg,"Growing up, fasting was pretty dull for @zaynab_issa—mostly because it was harder to fill the time. The Weekdays offered a busy-ish schedule that made things easier (school, long naps) until it was time to break fast for iftar. On weekends, she could sleep until noon, but then what? That’s where the Food Network came into play.

Shows like Guy Fieri’s “Diners, Drive-Ins and Dives,” Rachel Ray’s “30 Minute Meals,” and culinary queen Ina Garten’s “Barefoot Contessa” not only offered a productive timepass but the hosts shared advanced techniques and processes that 10-year-old Zaynab absorbed like a sponge: “When it came time to start preparing for iftar with my family, I could take the techniques I had learned and apply them.”

Eventually, the techniques and dishes Zaynab learned from watching the Food Network started inspiring her own experimentations with different cuisines. And now she sets the table with her own inspired additions alongside classics like rich Karak Chai and fluffy, crispy Mandazi (Mahamri). Head to the link in bio to read more (and get some recipes). 📷 Photo: @nothinginpassing, 🍴 Food Styling: judyhaubert, 🥣 Prop Styling: @bartoshesky",8,['Font']
bonappetitmag_4607066_3065740482939532827_1139_48,instagram_dataset/Data/bonappetitmag_4607066_3065740482939532827_1139_48/2023-03-24_19-06-10_UTC_5.jpg,"As a sixth-generation West Virginian, poet Crystal Good (@cgoodwoman) finds a sense of home in the landscape, among the trees and the 200-million-year-old rocks of the Mountain State. In this guide to enjoying the state's Appalachian culture, Good packs in scenic hikes and plenty to taste: fried whiting on white bread with hot sauce, fluffy biscuits, cabbage soup with hush puppies. Click the link in bio for the full itinerary, which will take you north to south through the glorious West Virginia. 📸 Photography: @cahlinetompkins",48,"['Food', 'Ingredient', 'Tableware', 'Dessert', 'Dishware', 'Finger food', 'Plate', 'Recipe', 'Baking', 'Serveware']"
bonappetitmag_4607066_3065800668426056503_50658_416,instagram_dataset/Data/bonappetitmag_4607066_3065800668426056503_50658_416/2023-03-24_21-05-43_UTC.jpg,"What’s better than Stanley Tucci? A delightfully wholesome Tucci making farfalle... for breakfast. There’s just something about his ready-for-audiobook voice telling you to preheat your toaster oven to 350 and his sweater tied in a knot around his shoulders that says, “I’ll never do you wrong.” We’re going to need one tall beverage to go with this thirst trap of the day. We want to know: Would you eat pasta at 10 a.m.? Read this week’s 👍 Delicious or Distressing 👎 at the link in bio.",416,"['Eyewear', 'Glasses', 'Vision Care', 'Smile', 'Facial hair', 'Beard', 'Shelf', 'Moustache', 'Shelving', 'Kitchen']"
bonappetitmag_4607066_3065863633410183237_2621_20,instagram_dataset/Data/bonappetitmag_4607066_3065863633410183237_2621_20/2023-03-24_23-10-49_UTC.jpg,"Chicken wings are, without a doubt, a crowd pleaser. But these tandoori spiced ones from @zaynab_issa nod to the classic Buffalo style with a little flair. Serve with some garlic naan, and salted yogurt for when you're hosting Sehri or any time. Find the recipe at the link in bio. 📷 Photo: @isa.zapata 🍴Food Styling: @tanekamorris 🥣 Prop Styling: @williager7",20,"['Food', 'Ingredient', 'Meat', 'Chicken', 'Fried food', 'Cooking', 'Recipe', 'Orange chicken', 'Lemon', 'Vegetable']"
bonappetitmag_4607066_3066316647736912950_952_23,instagram_dataset/Data/bonappetitmag_4607066_3066316647736912950_952_23/2023-03-25_14-10-53_UTC_3.jpg,"Chef Cassidee Dabney (@cassidee) fell in love ❤️ with the Appalachian region when she moved to Maryville, TN over a decade ago to cook at the beloved restaurant and resort Blackberry Farm. Since then, she's continued to explore and fall in love with East Tennessee's rich Appalachian culture—from the food to the awe-inducing landscape. Here, she shares her itinerary for a dream road trip through a region brimming with Jewish deli classics, Lao food, and gorgeous handmade ceramics. 📷 Photography: 
@cahlinetompkins",23,"['Food', 'Tableware', 'Ingredient', 'Vegetable', 'Meat', 'Salad', 'Cooking', 'Dishware', 'Fast food', 'Recipe']"
bonappetitmag_4607066_3066374364153305057_4813_285,instagram_dataset/Data/bonappetitmag_4607066_3066374364153305057_4813_285/2023-03-25_16-05-34_UTC_1.jpg,"We’re back with another Receipt 🧾. We’re sharing how a 36-year-old marketing manager eats in San Francisco, California. She makes $225K including base, bonuses, and stock, and she lives in a dual-income household totaling about $500K-$600K. She cooks dal, barbacoa, and chicken curry for her husband and two children; her family's grocery staples include Goldfish crackers, eggs, cheese, fruit snacks, and fish. Her three year old loves caviar... yes, caviar. ""My mom used to work 12-hour shifts in a factory, come home, and make bhaji, chapati, rice 🍚, and dal every day for us,"" she writes. Her family immigrated from India to the US when she was eight. ""I occasionally spend more 💲 on one meal than [my parents] probably made in a month. I’m embarrassed by this sometimes, but this is why they uprooted their lives and brought us here, right? So their daughter could have very unhealthy food/spending habits?"" Her most expensive purchase was a dinner at @yakitorikokko, and her least expensive purchase was a lemon from Whole Foods. Read more at the link in bio. 🎨 Art: @maggiemargaret_cowles",285,"['Recipe', 'Culinary arts', 'Food group', 'Cooking', 'Finger food', 'Comfort food', 'Garnish', 'Publication', 'Fast food', 'Side dish']"
bonappetitmag_4607066_3066434777540625472_10850_48,instagram_dataset/Data/bonappetitmag_4607066_3066434777540625472_10850_48/2023-03-25_18-05-36_UTC.jpg,"This saucy skillet of cheese-covered beans is always a good answer to, “What’s for dinner?” Canned chickpeas and frozen broccoli keep it fast-moving, and cubes of cream cheese deliver on the creamy Alfredo front in an arguably more convenient way than a carton of heavy cream that is more likely to languish half-used after it’s had its moment. Make this satisfying one-pot wonder at the link in bio. 📝 Recipe: @shilpauskokovic 📷 Photo: @isa.zapata 🍴 Food Styling: @tanekamorris 🥣 Prop Styling: @williager7",48,"['Food', 'Ingredient', 'Recipe', 'Cooking', 'Casserole', 'Comfort food', 'Staple food', 'Fast food', 'Gratin', 'Strata']"
bonappetitmag_4607066_3066492711321560729_9227_173,instagram_dataset/Data/bonappetitmag_4607066_3066492711321560729_9227_173/2023-03-25_20-00-41_UTC.jpg,"We hate to break it to you, but your water bottle is probably... filthy. If you’ve ever wondered how to clean it properly, let @alma.avalle share her tips for more hygienic hydration at the link in bio. 📷 Photo: @isa.zapata",173,"['Liquid', 'Bottle', 'Plastic bottle', 'Plastic', 'Water bottle', 'Label', 'Lid', 'Cylinder', 'Bottle cap']"
bonappetitmag_4607066_3067036561003104737_5840_24,instagram_dataset/Data/bonappetitmag_4607066_3067036561003104737_5840_24/2023-03-26_14-01-14_UTC.jpg,"Culinarily speaking, @kendrakendrakendra thinks this is the most perplexing time of the year. With the changing of the seasons comes the arrival of spring produce, but in the northeast, it still feels like winter. Enter this Potato and Pea Chowder, one of many recipes Kendra developed for Winter Part II. Heavy cream and potatoes add richness to this one-pot dinner while the addition of peas remind you that True Spring is just around the corner. 📷 Photo: @isa.zapata, 🍴 Food Styling: @thubuser, 🥣 Prop Styling: @bethpakradooni",24,"['Food', 'Yellow curry', 'Soup', 'Curry', 'Ingredient', 'Stew', 'Produce', 'Recipe', 'Cooking', 'Garnish']"
bonappetitmag_4607066_3067066586707802721_1880_13,instagram_dataset/Data/bonappetitmag_4607066_3067066586707802721_1880_13/2023-03-26_15-00-53_UTC.jpg,"“Lay them out in the sun on some old screen doors; they can touch each other. Don’t overthink it.” That’s what @lisamariedonovan’s aunt told her over a decade ago about the best way to dry apples. “You can also do it in the back of your station wagon, if you got one,” she continued. “The sun hits a car window just right during harvest time.” Donavan had neither, and still doesn’t. But she keeps coming back to this apple recipe to honor her long lineage of makers. Read her essay and others about Appalachian food at the link in bio. Stories from @lisamariedonovan, Rick Bragg, and
@annette_saunooke_clapsaddle",13,"['Text', 'Font', 'Screenshot', 'Publication']"
bonappetitmag_4607066_3067129366530136873_1675_52,instagram_dataset/Data/bonappetitmag_4607066_3067129366530136873_1675_52/2023-03-26_17-05-37_UTC_2.jpg,"There is a *lot* of food content on TikTok. You can see someone put, say, an entire block of cream cheese (??) into nearly any crock pot recipe. Or watch a food influencer declare whether a restaurant is “mid” or 🔥 “fire.” It’s easy to fall into a rabbit hole 🕳️ of flashy, super fast-paced, sometimes unhinged videos on FoodTok, but is the content actually useful? To answer that question, @samstone000 decided that for an entire week, he’d source as many recipes and restaurant recommendations as possible from TikTok. The results were… well, mixed. Head to the link in bio to join Sam on his long, sometimes soul-crushing journey. 🎨 Illustration: 
@monsieurmathieulabrecque",52,"['Graphics', 'Graphic design']"
bonappetitmag_4607066_3067187362630260163_7249_163,instagram_dataset/Data/bonappetitmag_4607066_3067187362630260163_7249_163/2023-03-26_19-00-51_UTC.jpg,"🥘 The best Dutch oven is going to set you back a bit. The good news? There are excellent options at a range of price points. Not only does this guide tackle all things brand and budget but it also answers questions like “Which size and shape should I get?” Whichever pot you pick, you’ll end up with a beautiful piece of cookware that’s sure to become your new best friend in the kitchen. Read more at the link in bio. 📸: @chelsielcraig",163,"['Red', 'Font', 'Crock', 'Cookware and bakeware', 'Dutch oven']"
bonappetitmag_4607066_3067882048584873004_1706_20,instagram_dataset/Data/bonappetitmag_4607066_3067882048584873004_1706_20/2023-03-27_18-01-04_UTC.jpg,"This cabbage quiche and apple-radish salad combo from @kendrakendrakendra makes for a perfect brunch, long lunch, or weeknight dinner. Here a store-bought frozen crust speeds things up significantly, but if you’d like to make the shell yourself, head to the link in bio for more some of our favorite recipes. 📷 Photo: @isa.zapata, 🍴 Food Styling: @sean__dooley, 🥣 Prop Styling: @williager7",20,"['Food', 'Ingredient', 'Tableware', 'Produce', 'Pie', 'Pizza', 'Vegetable', 'Recipe', 'Cooking', 'Fast food']"
bonappetitmag_4607066_3067944759586925425_3270_43,instagram_dataset/Data/bonappetitmag_4607066_3067944759586925425_3270_43/2023-03-27_20-05-39_UTC.jpg,"The Michelin Guide released its 2023 guide to the UK and Ireland today. The new edition of the lauded guide—seen as one of the most prestigious awards in the restaurant world—included 20 new one-star entries. Three new restaurants received two stars, and no new restaurants were awarded the most prestigious three-star rating by the guide's mysterious, anonymous inspectors. The total number of three-starred restaurants in the UK and Ireland remains at just eight. Click the link in bio to see the full 2023 list of Michelin-starred restaurants in the UK and Ireland. And let us know, have you been to any of the restaurants on this year’s list?",43,"['Orange', 'Font']"
bonappetitmag_4607066_3068521031622821290_3539_13,instagram_dataset/Data/bonappetitmag_4607066_3068521031622821290_3539_13/2023-03-28_15-10-36_UTC.jpg,"Chili crisp 🤝 tahini = the dynamic duo behind @kendrakendrakendra’s savory, spicy sauce for ground pork, nutty soba noodles, and crunchy asparagus. Recipe at the link in bio. 📸: @kendrakendrakendra",13,"['Food', 'Ingredient', 'Produce', 'Vegetable', 'Recipe', 'Staple food', 'Cooking', 'Seed', 'Chinese cuisine', 'Vegetarian cuisine']"
bonappetitmag_4607066_3068576893444043547_2681_20,instagram_dataset/Data/bonappetitmag_4607066_3068576893444043547_2681_20/2023-03-28_17-01-35_UTC.jpg,"Lettuce remind you that this leafy green is capable of more than just salad duty. Inspired by a classic Chinese cooking technique in which blanched iceberg or romaine 🥬 is served with oyster sauce and garlic, @rachelgurjar’s Salty-and-Sour Lettuce gives your leaves a quick blanch to preserve their crunch and color and mild sweetness. Recipe at the link in bio. 📸: @rachelgurjar",20,"['Food', 'Leaf vegetable', 'Ingredient', 'Vegetable', 'Produce', 'Salad', 'Recipe', 'Namul', 'Cruciferous vegetables', 'Seed']"
bonappetitmag_4607066_3069225665895228855_2461_18,instagram_dataset/Data/bonappetitmag_4607066_3069225665895228855_2461_18/2023-03-29_14-30-36_UTC.jpg,"It’s your favorite lunch box sandwich—but for breakfast. @zaynab_issa’s developed this PB&J oatmeal as fast and easy way to sneak in some carbs and protein during that still-half-asleep Sehri: “I want to be able to eat, pray, and head back to my bed all within a 30-minute window.” Get the recipe at the link in bio. 📷 Photo: @isa.zapata, 🍴 Food Styling: @tanekamorris, 🥣 Prop Styling: @williager7",18,"['Food', 'Ingredient', 'Watch', 'Breakfast', 'Breakfast cereal', 'Cereal', 'Recipe', 'Staple food', 'Nut', 'Whole grain']"
bonappetitmag_4607066_3069264956952502228_4010_54,instagram_dataset/Data/bonappetitmag_4607066_3069264956952502228_4010_54/2023-03-29_15-48-39_UTC.jpg,"The James Beard Foundation announced nominees for its 2023 Restaurant and Chef awards today. This year’s award nominees include Amanda Shulman of @herplacesupperclub in Philadelphia (Emerging Chef), and New York’s @deptofculturebk (Best New Restaurant). Shaina Loew-Banayan, chef-owner of @cafemutton in Hudson, New York—one of BA’s Best New Restaurants of 2022—is nominated as Best Chef: New York State. This year’s list also features the first nominees in a new Outstanding Bakery category, recognizing exemplary breads, pastries, or desserts. Finalists in the new category include Miami’s @zakthebaker and @yolitortilleria in Kansas City, MO. Read the full list of finalists at the link in bio, and check back on June 5 for the winners of the 2023 Chef and Restaurant Awards.",54,"['Text', 'Font']"
bonappetitmag_4607066_3069346535174319904_5240_357,instagram_dataset/Data/bonappetitmag_4607066_3069346535174319904_5240_357/2023-03-29_18-30-44_UTC.jpg,"🍽️ 🧽 🫧 Staff writer @alifrancis.me has a theory. There are only two types of cooks in this world: Those who clean as they go and those who let it all pile up for later—and each says a lot about who you are. She dropped her hypothesis in Slack and the BA team went * off * in the comments. It's not just us debating the best way to handle your dishes, either. All over the internet people are taking up the kitchen towel and defending their preferences. Tell us whether you're a chaos machine or meticulous cleaner in the comments below, then head to the link in bio to see what that (probably) says about you. 🎨: @caronewt/Getty Images",357,[]
bonappetitmag_4607066_3069442229110196742_7238_33,instagram_dataset/Data/bonappetitmag_4607066_3069442229110196742_7238_33/2023-03-29_21-40-51_UTC.jpg,"☀️ One glorious sunny day at BA HQ and we're sitting here dreaming of warmer days ahead. And picnics... where we can eat @hanaasbrink's Spicy Caesar Potato Salad weather. Get the recipe at the link in bio. 📷 Photo: @isa.zapata, 🍴 Food Styling: @spencerwrichards, 🥣 Prop Styling: @marinabevi",33,"['Food', 'Ingredient', 'Produce', 'Cooking', 'Recipe', 'Chicken', 'Spice', 'Side dish', 'Leaf vegetable', 'Vegetable']"
brendonburchard_1158797_3029688694735733143_2247_85,instagram_dataset/Data/brendonburchard_1158797_3029688694735733143_2247_85/2023-02-03_01-17-38_UTC.jpg,"I didn’t know fancy people growing up. No one wealthy. No one with crazy Ivy League degrees. No famous people. No writers. No speakers. No CEOs. No sales leaders. No event planners. No HR people. No book agents. No videographers. No distributors. No one in the public eye. 

SO WHAT?

You have to architect your future. You build from nothing. You lay the bricks and you build a temple with your own thoughts and habits and choices day after day. You build the future you desire not wish what you had. 

Doesn’t mean it’s easy. It’s just required. 

Keep at it my friend. Keep adding value to others. Keeep serving. Keep believing and improving day by day. Keep treating others with kindness and respect. You’ll be surprised one day where it takes you. 

Your coach,
Brendon. 

#motivationalquotes #personalgrowth #growthday",85,[]
brendonburchard_1158797_3030909944904551167_13549_213,instagram_dataset/Data/brendonburchard_1158797_3030909944904551167_13549_213/2023-02-04_17-44-02_UTC.jpg,"Teaching time. Let me tell you about IOA, which is “immediate opposite action.”

You feel tired and terrrible, so you take an immediate opposite action to the feeling: you do something that will build up energy. 

You do *not* double down on the behavior making you feel like trash. 

That’s IOA.

Another example:

You *feel* mad at, and distant from, your spouse. 

What do you do?

You can:

A. Double down on that feeling and distance yourself, shut down, get more mad, stew on negative feelings, get in fights. ie cause more of the *same*

Or 

B. IOA: immediate opposite action: flip the madness and challenge yourself to increase closeness, get present and kind. Ask questions. Hold space. Open up. Work through to a higher level. Generate what you really want: LOVE.

Funny how so many of life’s great improvements come from sensing negative feelings and then doing something to bring good things in versus double down on the pain. 

You can feel the feeling, acknowledge and understand it, but not be controlled by it and make a BETTER CHOICE. 

That’s free will and conscious behavior that changes your life. 

Share with someone today. Every day is a great day to learn and grow. 

Cheering you on today. 
Your coach,
Brendon. 

#personalgrowth #growthday #motivationwithbrendon #choices",213,[]
brendonburchard_1158797_3031796728698003305_5571_107,instagram_dataset/Data/brendonburchard_1158797_3031796728698003305_5571_107/2023-02-05_23-05-55_UTC.jpg,"Advantage that isn’t unfair. It’s built by personal development work. 

#motivationalquotes",107,[]
brendonburchard_1158797_3033064696316492081_5464_309,instagram_dataset/Data/brendonburchard_1158797_3033064696316492081_5464_309/2023-02-07_17-05-09_UTC.jpg,"LOVE is the ultimate advantage. No kidding…

People ask me all the time about all the *external* results and successes of my career over last 20 years…

They think it’s business, marketing, sales, content, network, background, connections, etc. they see the numbers and fans and hear about the businesses and clients and bestsellers. 

But the through line is simple:

I love people. 

I have a real and cultivated spiritual understanding and care for people. 

I put love in my heart, even when I have reason to be angry.

I know you want love, understanding, belonging, care, appreciation, respect, support — deep down it’s always there. For me too. 

Give and you shall receive. 

Project love. 
Protect love. 
Give love. 

It’s your superpower. Sure is mine. 

Hey - love you today!
Your coach,
Brendon.

#love #motivationalquotes #lifequotes  #motivationwithbrendon #lifecoach #selfimprovement #personalgrowth",309,['Screenshot']
brendonburchard_1158797_3034517587870899678_1929_34,instagram_dataset/Data/brendonburchard_1158797_3034517587870899678_1929_34/2023-02-09_17-11-47_UTC.jpg,"It’s hard to say, but many people don’t know just how much they act from BITTERNESS. 

They may have been justified in feeling upset at one point, no doubt. 

Life is unfair and it hurts and truly awful things happen. 

But sometimes we don’t release that over time and bitterness creeps in. 

Soon, there is a “bite” to our communication and actions. 

Few realize this. 

But when they finally SEE IT and become self-aware…

If they can not shame themselves for it but just recognize it and choose to do the hard work of personal development… it’s a huge huge breakthrough. Because we all want to let go and find peace and joy and trust and vibrancy again. Just takes growth work. 

My podcast is called Motivation with Brendon Burchard but don’t think we don’t take on the tough stuff too. 

Cheering you on today. Your coach,
Brendon.

#motivationalquotes #personalgrowth #motivationwithbrendon #growthday",34,['Happiness']
brendonburchard_1158797_3035246006665513787_3189_71,instagram_dataset/Data/brendonburchard_1158797_3035246006665513787_3189_71/2023-02-10_17-19-01_UTC.jpg,"One of my superpowers is that I’m never surprised life gets hard. 

My mind is conditioned to know that tough stuff happens and that I will fail and be incapable and that’s 100 💯 NORMAL. 

I expect difficulty and do my best to rise up to meet it as a challenge of my character and commitment and service. 

Sometimes I suck at dealing with struggle but I’m rarely surprised that I have to deal with it .. and that’s been an unfair advantage I think. 

Expect it. Deal with it with a good attitude. Stay optimistic and in motion baby and you just get better and better at dealing with it and you find your flow even on the rough patches. 

#growthday #wisdom #motivation #wellness #mindfulness",71,"['Facial expression', 'Screenshot', 'Photo caption']"
brendonburchard_1158797_3036291103775737145_25352_207,instagram_dataset/Data/brendonburchard_1158797_3036291103775737145_25352_207/2023-02-12_03-55-27_UTC.jpg,"How it happens. Get clear on your intentions and a great opening happens in your life. 

#motivationalquotes",207,['Science']
brendonburchard_1158797_3037483403088262267_5618_73,instagram_dataset/Data/brendonburchard_1158797_3037483403088262267_5618_73/2023-02-13_19-24-20_UTC_1.jpg,"Happy Monday!! Who else is PUMPED to walk into this week with intention, joy, and positivity?! 💪🔥 Here is some #mondaymotivation to inspire you. Which one is really speaking to you? 1, 2, 3, or 4? Comment below! 👇",73,[]
